restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,,City
Masala Stories,4.1,200,56,0,1,0,0,0,0,,Nagpur
Masala Trails,4.1,250,41,0,1,0,0,0,0,,Nagpur
Masaledaar,3.6,150,28,0,1,0,0,0,0,,Nagpur
Masaledaar Desi Rasoi,4.1,100,36,0,1,0,0,1,0,,Nagpur
Masha Allah Tawa Fry,4,150,40,0,1,0,0,1,0,,Nagpur
Mashaallah Chicken Corner,4,150,37,0,1,0,0,1,0,,Nagpur
Mashaallah Chicken Corner,4,200,23,0,1,0,0,1,0,,Nagpur
Mashahoor Parlor & Restaurant,3.9,150,12,0,1,0,0,0,0,,Nagpur
Mashallah Shawarma,3.9,150,34,0,0,0,0,0,0,,Nagpur
Masha's Cafe,3.7,150,34,1,1,0,0,1,0,,Nagpur
Mashi Biryani World,4.1,100,24,0,0,0,0,1,0,,Nagpur
Mashoor Chotiwala Restaurant,3.6,150,42,1,1,0,1,0,0,,Nagpur
Mashoor Jain Food Corner,4,150,29,1,0,0,1,0,0,,Nagpur
Mash's Cakes & More,3.8,150,24,0,0,0,0,0,1,,Nagpur
Mashup Cafe & Bar,3.7,250,44,0,1,0,0,0,0,,Nagpur
Mask Cake Studio,3.9,200,23,0,0,0,0,0,1,,Nagpur
Mask Man,4,300,28,0,0,0,0,0,0,,Nagpur
Maska A Family Restaurant,3.9,150,57,0,1,0,0,0,0,,Nagpur
Maska Biriyani & Grill,2.9,200,31,1,0,0,0,1,0,,Nagpur
Maskaa Maarke,3.8,200,55,0,1,1,0,0,0,,Nagpur
Maskawala & Co.,4.4,100,32,0,1,1,1,1,0,,Nagpur
Masqati Ice Cream,4.4,200,30,0,0,1,1,0,0,,Nagpur
Masqati Ice Cream,4.4,250,21,0,0,1,1,0,0,,Nagpur
Masqati True Juice,4.1,100,25,0,0,1,1,0,0,,Nagpur
Massala Madness,4,150,44,0,1,0,0,0,0,,Nagpur
Massala Theoryy,4,100,48,0,1,0,0,1,0,,Nagpur
Mast Banarasi Paan,3.6,250,47,0,0,0,0,0,0,,Nagpur
Mast Banarasi Paan,4.3,100,25,0,0,0,0,0,0,,Nagpur
Mast Banarasi Paan & Kulhar Chai,3.4,200,34,1,0,1,1,0,0,,Nagpur
Mast Biryani - Fresh Indian Kitchen,4.1,200,41,0,1,0,0,1,0,,Nagpur
Mast Bite,4.1,200,33,0,1,1,0,0,0,,Nagpur
Mast Doze,3.8,100,35,1,0,0,1,0,0,,Nagpur
Mast Mahadev Dhaba,4,150,21,0,1,0,0,0,0,,Nagpur
Mast Punjabi Dhaba,4.1,200,28,0,1,0,0,0,0,,Nagpur
Mast Ram Pakore Wale,4.6,100,24,0,0,1,1,0,0,,Nagpur
Mastana Pan,4,100,21,0,0,0,0,0,0,,Nagpur
Mastana Swadist Bhel Chana Masala,4.3,150,24,0,0,0,1,0,0,,Nagpur
Master Chef,3.8,200,28,0,0,0,0,0,0,,Nagpur
Master Chef Street Food (Chef Arjun ),3.9,50,21,0,0,1,0,0,0,,Nagpur
Master Chef's The Little Monk,3.7,250,41,0,0,0,0,0,0,,Nagpur
Master Dhaba,4,200,50,0,1,0,0,0,0,,Nagpur
Master Of Shakes,3.9,200,23,0,0,1,0,0,0,,Nagpur
Master Pizza,4,100,48,0,0,0,1,0,0,,Nagpur
Masterchef,4,250,53,0,0,0,0,0,0,,Nagpur
Masterchef Cafeteria,3.7,200,33,0,1,1,1,0,0,,Nagpur
Masterchef Kitchen,3.9,100,43,0,1,1,0,0,0,,Nagpur
Masterchef's - Tilakwadi,4.3,200,20,0,1,0,0,0,0,,Nagpur
Masti Juice,4.3,150,30,0,0,0,0,0,0,,Nagpur
Mataam AL Jazirah,4.3,200,44,0,0,0,0,1,0,,Nagpur
Mataam Al Yamani,3.9,350,36,0,0,0,0,0,0,,Nagpur
Matadin Ram Bhandar,4,100,26,1,1,1,1,0,0,,Nagpur
Matadin Ram Bhandar,4.2,100,30,1,1,1,0,0,0,,Nagpur
Mateshwari 2 Restaurant,3.9,150,37,1,1,1,0,0,0,,Nagpur
Mateshwari Pizza Hub,3,100,44,0,0,0,0,0,0,,Nagpur
Mateshwari Restaurant,4.1,150,33,0,1,0,1,0,0,,Nagpur
Mathara - The Heights,4,100,38,0,1,1,0,0,0,,Nagpur
Mathina Hotel,3.7,100,33,0,0,1,0,1,0,,Nagpur
Mathsya,4,100,52,1,1,1,0,1,0,,Nagpur
Mathura Chat,3.6,150,25,1,0,1,1,0,0,,Nagpur
Mathura Family Restaurant,4.2,200,21,0,1,0,0,0,0,,Nagpur
Mathura Mistan Bhandar,4.2,50,21,0,0,0,1,0,0,,Nagpur
Mathura Pure Veg,4.3,100,37,0,1,1,1,0,0,,Nagpur
Mathura Wale,3.8,250,30,0,1,0,1,0,0,,Nagpur
Matka Biryani Culture,4,50,34,0,1,0,0,1,0,,Nagpur
Matka Falooda Pot Falooda,4,200,32,0,0,0,0,0,0,,Nagpur
Matka Mutton Corner,3.7,200,49,0,1,0,0,0,0,,Nagpur
Matka Rasoi,4,200,36,0,1,0,0,1,0,,Nagpur
Matkapeers Mughlai Foods,4,300,34,0,1,0,0,0,0,,Nagpur
Matkawala,4.1,250,37,0,1,0,0,0,0,,Nagpur
Matoshree Cake Palace And Sweet,3.5,100,30,0,0,0,0,0,1,,Nagpur
Matri The Healing Home,3.5,100,59,0,1,0,1,0,0,,Nagpur
Matrix Kitchen,3.6,250,33,0,1,0,0,0,0,,Nagpur
Matrushree Juice & Icecream Parlour,3.5,100,38,0,0,0,0,0,0,,Nagpur
Matta Pickles,4,350,34,0,1,0,0,0,0,,Nagpur
Mattkaa - Chaat Cafe,3.8,250,48,0,1,1,1,0,0,,Nagpur
Matuki Restaurant & Banquet,4.3,150,32,1,1,1,0,0,0,,Nagpur
Mauji's,3.9,50,23,0,1,1,0,0,0,,Nagpur
Mauli Point Cafe,3.4,150,35,0,0,1,0,0,0,,Nagpur
Maurya Dhaba & Fast Food,4,100,46,0,1,0,1,0,0,,Nagpur
Mau's Cafe,3.9,100,35,1,0,0,1,0,0,,Nagpur
Maven Kitchen,4.6,100,38,0,0,0,0,0,0,,Nagpur
Mavericks Cafe & Restaurant,3.9,300,52,0,1,0,0,0,0,,Nagpur
Max Ice Cream & Bakers,4.1,250,28,0,0,0,0,0,0,,Nagpur
Maxim Restaurant,4.2,300,43,1,0,0,0,1,0,,Nagpur
May Flower - Hotel The Westend,4.4,300,26,0,1,0,0,1,0,,Nagpur
Maya Lunch Home,3.6,200,37,0,0,0,0,0,0,,Nagpur
Mayank Chaat Centre,3.5,150,24,0,0,0,1,0,0,,Nagpur
Mayaram Restaurant,3.8,100,49,1,1,1,1,0,0,,Nagpur
Mayfair,3.9,100,32,0,1,1,0,1,0,,Nagpur
Mayo Town,4,200,33,0,0,1,0,0,0,,Nagpur
Mayo Town,4.4,150,36,0,0,1,0,0,0,,Nagpur
Mayra Restaurant,4.1,100,38,0,1,0,0,0,0,,Nagpur
Maythai Fusion Chinese,4.1,100,31,0,0,0,0,0,0,,Nagpur
Mayur Bhajiya,4.2,350,17,1,0,1,1,0,0,,Nagpur
Mayur Lunch Home,4.2,100,27,0,1,0,0,0,0,,Nagpur
Mayur Mix Faluda Ice-Cream,3.9,100,19,0,0,0,0,0,0,,Nagpur
Mayur Pan House,3.8,150,59,0,0,0,1,0,0,,Nagpur
Mayur Sweets Spices And Cafe,4,100,38,1,1,1,0,0,0,,Nagpur
Mayur Vaishno Dhaba,4,100,27,0,1,0,0,0,0,,Nagpur
Mayura,3.2,250,33,1,1,1,1,0,0,,Nagpur
Mayura Chinese Fast Food & Juice,3.6,100,29,0,1,0,1,0,0,,Nagpur
Mayuri,4.1,150,55,0,1,0,0,1,0,,Nagpur
Mayuri Bar & Restaurant,4.3,100,49,0,1,0,0,1,0,,Nagpur
Mayuri Chinese & Punjabi,4,100,31,0,1,0,0,0,0,,Nagpur
Mayuri Family Restaurant,3.8,100,25,1,0,0,1,1,0,,Nagpur
Mayuri Hotel,3.8,300,34,1,0,0,0,0,0,,Nagpur
Mayuri Restaurant,3.3,150,20,0,1,0,1,1,0,,Nagpur
Mayurvan Family Restaurant,3.8,150,30,0,1,0,0,1,0,,Nagpur
Mazaar Restaurant,4.3,100,43,0,1,0,0,0,0,,Nagpur
Mazda Cafe,4.3,250,22,0,1,1,0,0,0,,Nagpur
Mazda Cake Shop,3.5,300,23,0,0,0,0,0,1,,Nagpur
Mazda Express Bakery,3.6,100,24,0,0,0,0,0,1,,Nagpur
MB - Mealbox,4,300,34,0,1,1,1,0,0,,Nagpur
MB Biryani House,3.6,50,25,0,0,0,0,1,0,,Nagpur
MB Foods,3.9,150,43,0,1,0,0,0,0,,Nagpur
MBA Chai Wala,3.5,150,24,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,3.5,200,29,0,1,1,1,0,0,,Nagpur
MBA Chai Wala,3.6,150,24,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,3.8,100,32,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,3.8,150,35,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,3.9,50,25,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,4,100,22,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,4,100,37,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,4.1,100,31,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,4.1,150,32,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,4.1,300,44,0,0,1,1,0,0,,Nagpur
MBA Chai Wala,4.2,250,39,0,0,1,1,0,0,,Nagpur
MBA Chaiwala,3.6,150,43,0,0,1,1,0,0,,Nagpur
MBA Chaiwala,3.7,150,26,0,0,0,0,0,0,,Nagpur
MBA Chaiwala,3.9,150,56,0,0,1,1,0,0,,Nagpur
MBA Chaiwala,3.9,350,29,0,0,1,0,0,0,,Nagpur
MBA Chaiwala,4.2,150,35,0,0,1,1,0,0,,Nagpur
MBA Kulhad Pizza,3.6,300,48,0,0,1,1,0,0,,Nagpur
MBA Pizza,3.5,150,35,0,0,1,1,0,0,,Nagpur
MBA Pizzawala,3.6,200,45,0,0,1,1,0,0,,Nagpur
MBA Wala,3.2,100,52,0,0,1,1,0,0,,Nagpur
MBD BBQ,3.9,100,44,0,1,0,0,0,0,,Nagpur
MC Burger Hut,3.7,150,28,0,0,1,0,0,0,,Nagpur
McCafe by McDonald's,2.6,150,29,0,0,1,0,0,0,,Nagpur
McCafe by McDonald's,3.4,350,38,0,0,1,0,0,0,,Nagpur
McCafe by McDonald's,3.6,100,27,0,0,1,0,0,0,,Nagpur
McCafe by McDonald's,3.6,300,17,0,0,1,0,0,0,,Nagpur
McCafe by McDonald's,3.9,100,30,0,0,1,0,0,0,,Nagpur
McCafe by McDonald's,4,150,28,0,0,1,0,0,0,,Nagpur
McCafe by McDonald's,4.1,200,23,0,0,1,0,0,0,,Nagpur
McCafe by McDonald's,4.2,100,26,0,0,1,0,0,0,,Nagpur
McCafe by McDonald's,4.4,150,23,0,0,1,0,0,0,,Nagpur
Mccoy Momo,3.7,300,51,0,0,0,0,0,0,,Nagpur
McDonald's,3.8,150,31,0,0,1,0,0,0,,Nagpur
McDonald's,3.8,150,44,0,0,1,0,0,0,,Nagpur
McDonald's,3.9,50,49,0,0,1,0,0,0,,Nagpur
McDonald's,3.9,100,35,0,0,1,0,0,0,,Nagpur
McDonald's,3.9,200,36,0,0,1,0,0,0,,Nagpur
McDonald's,4,150,38,0,0,1,0,0,0,,Nagpur
McDonald's,4,200,31,0,0,1,0,0,0,,Nagpur
McDonald's,4,350,36,0,0,1,0,0,0,,Nagpur
McDonald's,4,450,23,0,0,1,0,0,0,,Nagpur
McDonald's,4.1,100,34,0,0,1,0,0,0,,Nagpur
McDonald's,4.1,150,31,0,0,1,0,0,0,,Nagpur
McDonald's,4.1,200,22,0,0,1,0,0,0,,Nagpur
McDonald's,4.1,200,23,0,0,1,0,0,0,,Nagpur
McDonald's,4.1,200,24,0,0,1,0,0,0,,Nagpur
McDonald's,4.1,200,26,0,0,1,0,0,0,,Nagpur
McDonald's,4.2,100,20,0,0,1,0,0,0,,Nagpur
McDonald's,4.2,100,22,0,0,1,0,0,0,,Nagpur
McDonald's,4.2,100,34,0,0,1,0,0,0,,Nagpur
McDonald's,4.2,150,31,0,0,1,0,0,0,,Nagpur
McDonald's,4.2,200,17,0,0,1,0,0,0,,Nagpur
McDonald's,4.2,200,22,0,0,1,0,0,0,,Nagpur
McDonald's,4.2,200,37,0,0,1,0,0,0,,Nagpur
McDonald's,4.2,200,38,0,0,1,0,0,0,,Nagpur
McDonald's,4.3,150,25,0,0,1,0,0,0,,Nagpur
McDonald's,4.3,150,30,0,0,1,0,0,0,,Nagpur
McDonald's,4.3,150,35,0,0,1,0,0,0,,Nagpur
McDonald's,4.3,200,25,0,0,1,0,0,0,,Nagpur
McDonald's,4.3,200,49,0,0,1,0,0,0,,Nagpur
McDonald's,4.4,150,35,0,0,1,0,0,0,,Nagpur
McDonald's,4.4,200,22,0,0,1,0,0,0,,Nagpur
McDonald's,4.4,200,24,0,0,1,0,0,0,,Nagpur
McDonald's,4.5,200,27,0,0,1,0,0,0,,Nagpur
MCPFC Pizza Corner,3.3,50,38,0,0,1,0,0,0,,Nagpur
McRennett,3.9,200,21,0,0,0,0,0,1,,Nagpur
MD Bakery,4.2,100,24,0,0,0,0,0,1,,Nagpur
MD Vada Pav,4.3,50,27,0,0,0,1,0,0,,Nagpur
Me & Mom,4.2,100,39,0,1,0,0,0,0,,Nagpur
Me & U Restaurant,4.1,200,36,0,1,1,0,0,0,,Nagpur
Me Time Cafe,3.9,100,26,0,0,1,0,0,0,,Nagpur
Meal 99,3.8,100,30,0,0,0,1,0,0,,Nagpur
Meal Bowl,4.1,350,38,0,1,0,0,0,0,,Nagpur
Meal Bowl,4.2,250,38,0,1,0,0,0,0,,Nagpur
Meal Box,2.7,400,21,0,0,0,0,1,0,,Nagpur
Meal Box By Harmony,4.2,150,18,0,1,0,0,0,0,,Nagpur
Meal Box By Shiva,4,250,26,0,1,0,0,0,0,,Nagpur
Meal For You - The Healthy Food Adda,4,150,28,0,0,0,0,0,0,,Nagpur
Meal Mafiya,3.1,250,32,0,1,1,0,0,0,,Nagpur
Meal Master's,3.6,350,36,0,1,0,0,0,0,,Nagpur
Meal Ministry,3.8,200,48,0,1,0,0,0,0,,Nagpur
"Meal Prep India - Juicy Chicken, Healthy You",4.6,200,53,0,0,0,0,0,0,,Nagpur
Mealful Rolls - India's Biggest Rolls,4.2,200,30,0,1,1,0,0,0,,Nagpur
Mealful Rolls - India's Biggest Rolls,4.4,250,30,0,1,1,0,0,0,,Nagpur
Mealivore,3.8,150,48,0,1,0,0,0,0,,Nagpur
Meals & More,4.2,250,43,0,1,0,0,0,0,,Nagpur
Meals @ 89,3.9,100,34,0,1,1,1,0,0,,Nagpur
Meals By Kilo,4.3,250,26,0,1,1,0,0,0,,Nagpur
Meals Kart,4,200,36,0,1,0,0,0,0,,Nagpur
Meals 'O' Memories,3.7,100,49,0,1,1,1,0,0,,Nagpur
Meals on Wheels,4,150,22,1,1,1,0,0,0,,Nagpur
Meals on Wheels,4.3,100,38,0,1,0,0,1,0,,Nagpur
Meals Spot,3.9,150,45,0,1,0,0,0,0,,Nagpur
Meals101,4.1,200,33,0,1,0,0,0,0,,Nagpur
Mealwale,4,200,32,0,1,1,0,1,0,,Nagpur
Meat & Eat,3.8,100,21,0,1,0,0,0,0,,Nagpur
Meat & Eat,4.1,150,32,0,0,1,0,0,0,,Nagpur
Meat And Eat,3.8,100,28,0,1,1,0,0,0,,Nagpur
Meat And Eat,3.8,150,37,0,0,1,0,0,0,,Nagpur
Meat And Eat,3.8,200,37,0,0,1,0,1,0,,Nagpur
Meat And Eat,3.9,100,29,0,0,1,0,1,0,,Nagpur
Meat And Eat,3.9,150,31,0,0,1,0,1,0,,Nagpur
Meat And Eat,4,200,20,0,0,1,0,0,0,,Nagpur
Meat And Eat,4,200,32,0,0,1,0,0,0,,Nagpur
Meat And Eat,4,400,36,0,0,1,0,1,0,,Nagpur
Meat And Eat,4.1,100,39,0,0,1,0,1,0,,Nagpur
Meat ATM - Any Time Meat,3.5,200,20,0,0,0,0,1,0,,Nagpur
Meat Chawal,3.5,200,31,0,1,0,0,1,0,,Nagpur
Meat In The Pit Texas BBQ,4.3,150,49,0,0,1,0,0,0,,Nagpur
Meat Mate,4.3,150,43,0,0,1,0,0,0,,Nagpur
Meatoger By Murghee,4,100,25,0,1,0,0,0,0,,Nagpur
Mecca Grills,3.6,150,40,0,1,1,0,0,0,,Nagpur
Medallion,4,300,34,0,1,0,0,0,0,,Nagpur
Medha Malvan,3.6,300,60,0,0,0,0,0,0,,Nagpur
Median Grilled,4,150,40,0,1,1,0,1,0,,Nagpur
Medicine Unavagam,4.3,150,29,0,1,0,0,0,0,,Nagpur
Medovika Bakers,4.4,250,34,0,0,1,0,0,1,,Nagpur
Mee Bakers,3,350,33,0,0,0,0,0,1,,Nagpur
Meemaw,4,100,39,1,0,0,0,0,0,,Nagpur
Meemee's,4.4,200,19,0,0,0,0,0,0,,Nagpur
Meemi Homely Sea Food,3.5,50,31,0,0,0,0,0,0,,Nagpur
Meena Bakery,4.4,100,41,0,0,1,0,0,1,,Nagpur
Meena Dhaba,3.9,100,30,0,1,0,0,0,0,,Nagpur
Meenakshi Garden Veg-Non Veg Restaurant,3.8,150,53,1,1,1,0,0,0,,Nagpur
Meenakshi's - Ramen 'N' Roll,4.1,200,40,0,1,0,1,0,0,,Nagpur
Meenakshi's Flavours,4.2,100,33,0,1,0,0,0,0,,Nagpur
Meeny's,3.6,150,25,0,1,0,1,0,0,,Nagpur
Meera Bakers And Cake Cafe,3.7,50,19,0,0,0,0,0,1,,Nagpur
Meera Bar & Restaurant,3.5,250,42,0,1,0,0,0,0,,Nagpur
Meera Hut,4.4,100,32,0,1,0,0,0,0,,Nagpur
Meera Pakodi Center,4.1,100,34,0,0,1,1,0,0,,Nagpur
Meera Restaurant,4.2,200,21,0,1,0,0,0,0,,Nagpur
Meera Tiffin Service,4,100,40,0,1,0,1,0,0,,Nagpur
Meerapur Ka Adda,4.3,150,32,0,1,0,0,1,0,,Nagpur
Meera's Bistro,3.6,200,42,0,1,1,0,0,0,,Nagpur
Meera's Bistro 2.0,4.1,250,43,1,1,0,0,0,0,,Nagpur
Meera's Kitchen,3.9,150,17,0,1,0,0,0,0,,Nagpur
Meera's Momo,2.7,200,31,0,0,0,0,0,0,,Nagpur
Meerut Chaap Hub,4.2,50,57,0,1,0,0,0,0,,Nagpur
Meerut Namkeen Restaurant,3.3,100,27,0,0,0,1,0,0,,Nagpur
Meet and Eat,4,200,39,0,1,0,0,0,0,,Nagpur
Meet Ganga,3.8,150,26,0,0,0,0,0,1,,Nagpur
Meet N Eat,4.1,100,47,0,0,1,0,0,0,,Nagpur
Meet N Melt Pure Veg Restro Cafe,4.2,200,28,0,1,1,0,0,0,,Nagpur
Meet U There,4.3,550,28,0,0,0,0,0,0,,Nagpur
Meezzaah,3.8,150,30,0,0,1,0,0,0,,Nagpur
Mega Cloud Kitchen,4,350,33,0,0,0,1,0,0,,Nagpur
Mega Tasty N Spicy,4.1,150,55,0,1,0,0,1,0,,Nagpur
Meggie King,4.4,200,33,0,0,1,1,0,0,,Nagpur
Megh Malhar Dhosa,4,150,27,1,0,0,0,0,0,,Nagpur
Megha Ice Cream Parlour,4,100,25,0,0,0,0,0,0,,Nagpur
Megha Juice & Foods,4.3,300,30,0,1,1,1,0,0,,Nagpur
Megha Kitchen,3.6,300,25,0,1,0,0,0,0,,Nagpur
Meghana Biryani Point And Fast Food Centre,3.3,250,12,0,0,0,1,1,0,,Nagpur
Meghana Foods,4.4,150,27,0,1,0,0,1,0,,Nagpur
Meghana Vada Samrat,4.5,100,13,0,0,1,0,0,0,,Nagpur
Meghdoot Dhaba,3.9,350,48,0,1,0,1,1,0,,Nagpur
Meghdoot's,4.1,400,33,1,1,1,0,1,0,,Nagpur
Meghduth Biryanis,3.7,350,58,1,0,0,0,1,0,,Nagpur
Mehak Chowmein,4.2,100,22,0,0,0,0,0,0,,Nagpur
Mehak E Punjab,4,150,28,0,1,1,0,0,0,,Nagpur
Mehak E Punjab,4.1,400,32,0,1,0,0,1,0,,Nagpur
Mehak Restaurant,3.2,100,76,0,1,0,0,0,0,,Nagpur
Mehak Vegetarian Pure Veg Dhaba,4.1,250,35,0,1,0,0,0,0,,Nagpur
Mehak's Kitchen,3.8,200,45,0,1,0,0,0,0,,Nagpur
Mehboob Biryani,4.3,350,18,0,0,0,0,1,0,,Nagpur
Mehboob E Biryani,3.4,150,23,0,0,0,0,1,0,,Nagpur
Meher Cafe & Bakery,4.3,50,42,0,0,1,1,0,0,,Nagpur
Mehfil,4,150,44,0,1,0,0,0,0,,Nagpur
Mehfil,4.1,100,33,0,1,0,0,0,0,,Nagpur
Mehfil,4.4,100,44,0,1,1,0,0,0,,Nagpur
Mehfil - Hotel Vista Palace,3.9,350,35,0,1,0,0,1,0,,Nagpur
Mehfil E Dawat,4.1,150,43,0,1,0,0,0,0,,Nagpur
Mehfil E Mughal,3.4,150,45,0,1,1,0,1,0,,Nagpur
Mehfil E Paratha,4,150,38,0,1,0,0,1,0,,Nagpur
Mehfil Hotel,4.2,150,43,1,1,1,0,0,0,,Nagpur
Mehfil Restaurant,3.5,150,87,0,1,0,1,0,0,,Nagpur
Mehfil Roti's,4.1,200,21,1,0,0,0,0,0,,Nagpur
Mehfil The Cafe,3.7,100,39,0,0,0,0,1,0,,Nagpur
Mehfill-E-Sharwarma,3.4,350,39,0,0,1,0,0,0,,Nagpur
Mehk -E- Awadh,4.2,100,32,0,1,1,0,0,0,,Nagpur
Mehraab Restaurant,4.3,150,45,0,1,0,0,1,0,,Nagpur
Mehraj Food,4,100,23,0,1,1,0,0,0,,Nagpur
Mehrotra Amul Cafe,4,100,40,0,0,1,0,0,0,,Nagpur
Mehrotra Varanasi Tambulagar,4.7,250,15,0,0,0,0,0,0,,Nagpur
Mehta Foods By Amritsar Club,3.9,100,25,0,1,0,0,0,0,,Nagpur
Mehta Restaurant,4.2,250,31,1,0,1,1,0,0,,Nagpur
Mehta Snacks,4.3,350,31,0,0,0,1,0,0,,Nagpur
Mehul Vada Pav,4.2,150,34,0,0,1,1,0,0,,Nagpur
Mehul's Kitchen,4.1,200,21,1,1,1,1,1,0,,Nagpur
Mehzan Biryani,3.7,200,19,0,0,0,0,1,0,,Nagpur
Meisterwurst,4.5,300,36,0,0,1,0,0,0,,Nagpur
Mejenga Restaurant,4,150,34,0,1,0,0,0,0,,Nagpur
Mel Whisks,3.5,150,42,0,0,0,0,0,0,,Nagpur
Melange Restaurant & Cafe,4.1,150,26,0,1,1,0,0,0,,Nagpur
Melanger Treat Restaurant By Hotel Veer Bhumi,3.4,100,27,0,1,1,0,1,0,,Nagpur
Mellow Ice Cream,4.2,100,20,0,0,0,0,0,0,,Nagpur
Melody,4.3,100,28,0,0,0,0,0,0,,Nagpur
Mels Kitchen Express,3.9,150,34,0,0,1,0,0,0,,Nagpur
Melt - Hotel Saffron Leaf,4.1,150,30,0,1,1,0,0,0,,Nagpur
Melt In Cafe & Bakery,3.7,100,42,0,0,1,0,0,0,,Nagpur
Melted Cheese Cafe,3.4,200,39,0,0,0,0,0,0,,Nagpur
Melting Cheese,3.6,150,44,0,0,1,1,0,0,,Nagpur
Melting Moments,4,200,28,0,0,0,0,0,1,,Nagpur
Melting Moments,4.2,50,14,0,0,1,0,0,1,,Nagpur
Melting Moments,4.3,250,36,0,1,1,0,0,0,,Nagpur
Melting Momoz,4,150,47,0,0,1,0,0,0,,Nagpur
Melting Pot,4,100,38,0,1,0,0,0,0,,Nagpur
Melting World,3.8,400,32,1,0,1,1,0,0,,Nagpur
Melts,3.8,150,56,0,0,1,0,0,0,,Nagpur
Memory Of China Street,3.9,200,29,0,1,0,0,0,0,,Nagpur
Menaka Restaurant,4.3,100,22,1,1,0,0,1,0,,Nagpur
Menu @99,4.3,100,35,0,1,1,0,0,0,,Nagpur
Meow The Cat Cafe,4,100,32,0,0,1,1,0,0,,Nagpur
Mera Mann Hotel And Restaurant,4.3,400,29,1,1,1,0,1,0,,Nagpur
Meraaki Kitchen,4.1,150,34,0,1,0,0,0,0,,Nagpur
Meraav Restaurant & Banquet,4.1,250,30,1,1,0,0,1,0,,Nagpur
Meraki,4,150,30,0,0,1,0,0,0,,Nagpur
Meraki - The Creative Cuisine,4.1,150,29,0,1,0,0,0,0,,Nagpur
Meraki & Co.,3.9,100,22,0,0,1,1,0,1,,Nagpur
Meraki Bistro,3.9,100,40,0,0,0,0,0,0,,Nagpur
Meraki Restaurant,3.5,100,35,0,1,0,0,1,0,,Nagpur
Meraz Biryani,3.5,150,39,0,0,0,0,1,0,,Nagpur
Meri Maggi Stall,4.2,200,32,0,1,1,1,0,0,,Nagpur
Meri Marzee,3.9,200,49,0,1,1,1,0,0,,Nagpur
Meridian - Ramyas Hotel,3.8,250,40,1,1,0,0,0,0,,Nagpur
Meridian Ice Cream,4.2,300,35,0,0,0,0,0,0,,Nagpur
Meridian Inn,4.1,100,45,0,1,0,0,0,0,,Nagpur
Meridian Restaurant,4.2,200,49,0,1,0,0,1,0,,Nagpur
Merrie Berrie,3.1,150,55,0,1,0,0,0,0,,Nagpur
Merrie Berrie,3.5,150,60,0,0,1,0,0,1,,Nagpur
Merry Berry,3.7,100,23,0,0,1,0,0,0,,Nagpur
Merwans Cake Stop,4.4,50,27,0,0,1,0,0,1,,Nagpur
Merwans Cake Stop,4.4,100,22,0,0,1,0,0,1,,Nagpur
Meshi Vaishnu Dhaba,3.9,200,22,0,1,0,0,0,0,,Nagpur
Meshi's Vegetarian,4.2,200,34,0,1,0,0,0,0,,Nagpur
Mess 53,4.2,100,37,0,0,0,1,0,0,,Nagpur
Methaas Kulfi,3.9,100,33,0,0,0,0,0,0,,Nagpur
Metro,3.8,200,49,0,1,1,0,0,0,,Nagpur
Metro Kitchen Unit Of Kareng,3.4,250,51,0,1,1,0,0,0,,Nagpur
Mevlana Kebabs,3.1,400,24,0,1,1,0,0,0,,Nagpur
Mewad,4.2,100,19,0,0,1,1,0,0,,Nagpur
Mewad Soda,4.5,50,28,0,0,0,0,0,0,,Nagpur
Mewar Restaurant,3.4,300,27,1,1,1,0,0,0,,Nagpur
Mewar Restaurant & Dinning Hall,3.6,100,38,0,1,0,1,1,0,,Nagpur
Mewari Family Restaurant,4,200,34,1,1,1,0,0,0,,Nagpur
Mex Bowl Inc,3.9,100,46,0,0,0,0,0,0,,Nagpur
Mexe,4.5,250,52,0,0,0,0,0,0,,Nagpur
Mexican Hot N Spicy,3.7,100,33,0,1,0,0,1,0,,Nagpur
Mexican Madness,4.3,200,30,0,0,1,0,0,0,,Nagpur
Mexican Pizza,3.5,200,49,0,0,1,0,0,0,,Nagpur
Mexican Pizzeria,3.7,150,37,0,0,1,0,0,0,,Nagpur
Mexican Tapas Bar - Gourmet Cloud Kitchen,4.4,150,25,0,0,0,0,0,0,,Nagpur
Mexico Pizza,3.4,150,40,0,0,1,0,0,0,,Nagpur
Mexico Pizza & Grillz,3,150,33,0,0,0,0,0,0,,Nagpur
Mexico Pizzeria,4.2,150,33,0,0,1,0,0,0,,Nagpur
Mezbaan,3.7,50,30,0,1,0,0,1,0,,Nagpur
Mezbaan Bhopal,4,350,28,0,1,0,0,0,0,,Nagpur
Mezbaan By Hawks Hospitality,4,200,59,0,1,0,0,1,0,,Nagpur
Mezbaan Chick Fish,4,250,20,0,1,0,0,0,0,,Nagpur
